Season,WTeamID,LTeamID,WSeed,LSeed,WW,WL,WScore,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LW,LL,LScore,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
2003,1421,1411,16,16,13,16,71.20689655172414,24.37931034482759,56.793103448275865,6.482758620689656,18.0,15.965517241379311,20.931034482758623,12.275862068965518,23.17241379310345,13.034482758620689,16.206896551724142,7.068965517241379,3.0,19.103448275862068,18,12,72.8,24.73333333333333,55.26666666666666,5.933333333333334,18.5,17.4,28.066666666666666,13.166666666666664,24.8,14.2,15.233333333333333,6.433333333333334,2.2333333333333334,18.3
2003,1112,1436,1,16,25,3,85.21428571428571,30.32142857142857,65.71428571428571,7.0357142857142865,20.071428571428573,17.535714285714285,25.0,15.178571428571427,27.642857142857146,17.642857142857142,14.785714285714285,8.464285714285714,4.214285714285714,17.75,19,10,67.79310344827586,24.82758620689655,55.862068965517246,5.275862068965517,15.482758620689655,12.862068965517242,19.55172413793104,12.965517241379311,25.724137931034484,14.20689655172414,14.06896551724138,6.862068965517241,2.9655172413793105,15.89655172413793
2003,1112,1211,1,9,25,3,85.21428571428571,30.32142857142857,65.71428571428571,7.0357142857142865,20.071428571428573,17.535714285714285,25.0,15.178571428571427,27.642857142857146,17.642857142857142,14.785714285714285,8.464285714285714,4.214285714285714,17.75,23,8,77.06451612903227,26.064516129032263,55.451612903225815,7.161290322580645,19.06451612903226,17.774193548387093,24.64516129032258,11.93548387096774,25.322580645161292,15.741935483870966,14.548387096774194,6.806451612903227,3.5161290322580645,18.645161290322577
2003,1112,1323,1,5,25,3,85.21428571428571,30.32142857142857,65.71428571428571,7.0357142857142865,20.071428571428573,17.535714285714285,25.0,15.178571428571427,27.642857142857146,17.642857142857142,14.785714285714285,8.464285714285714,4.214285714285714,17.75,22,9,80.09677419354837,27.225806451612907,60.67741935483871,8.290322580645162,21.774193548387093,17.35483870967742,22.838709677419356,11.387096774193546,26.87096774193548,16.903225806451616,12.774193548387096,7.451612903225807,5.645161290322582,16.225806451612904
2003,1113,1272,10,7,18,11,75.9655172413793,27.20689655172414,56.89655172413793,4.0,12.586206896551724,17.551724137931036,26.20689655172414,13.689655172413795,23.310344827586214,15.551724137931034,14.0,5.206896551724138,4.2413793103448265,19.41379310344828,23,6,74.51724137931033,26.27586206896552,60.0,7.0,20.068965517241377,14.965517241379311,22.896551724137932,14.06896551724138,25.96551724137931,16.620689655172413,13.79310344827586,7.379310344827586,5.068965517241379,18.758620689655174
2003,1141,1166,11,6,23,6,79.34482758620689,26.62068965517241,52.68965517241379,6.827586206896553,17.931034482758623,19.27586206896552,25.17241379310345,10.586206896551724,23.27586206896552,15.620689655172415,18.241379310344826,7.103448275862068,4.0,20.96551724137931,29,4,79.24242424242425,28.696969696969692,57.45454545454545,7.96969696969697,20.484848484848484,13.87878787878788,20.03030303030303,10.87878787878788,23.181818181818183,16.818181818181817,13.363636363636365,8.393939393939394,4.454545454545454,17.272727272727273
2003,1143,1301,8,9,21,8,74.48275862068967,27.344827586206893,58.72413793103448,6.413793103448277,17.03448275862069,13.379310344827585,19.51724137931034,11.241379310344827,24.37931034482759,16.0,14.172413793103447,6.551724137931035,2.7931034482758617,17.103448275862068,18,12,72.4,24.33333333333333,53.33333333333334,7.966666666666668,22.5,15.766666666666667,20.466666666666665,9.733333333333333,22.03333333333333,14.666666666666664,14.2,7.7666666666666675,3.066666666666667,18.666666666666668
2003,1163,1140,5,12,21,9,80.03333333333333,29.53333333333333,62.2,6.066666666666666,15.7,14.9,22.1,14.766666666666667,27.9,15.633333333333333,15.8,5.933333333333334,7.7333333333333325,18.4,23,8,72.45161290322581,24.032258064516128,51.25806451612904,6.193548387096773,16.129032258064516,18.193548387096776,24.161290322580644,10.870967741935484,24.41935483870968,13.419354838709678,13.741935483870966,6.935483870967742,2.5161290322580645,21.41935483870968
2003,1163,1390,5,4,21,9,80.03333333333333,29.53333333333333,62.2,6.066666666666666,15.7,14.9,22.1,14.766666666666667,27.9,15.633333333333333,15.8,5.933333333333334,7.7333333333333325,18.4,23,8,72.25806451612904,25.64516129032258,58.032258064516135,6.935483870967742,19.387096774193548,14.032258064516132,20.774193548387093,13.741935483870966,25.12903225806452,14.64516129032258,14.32258064516129,5.516129032258066,3.3548387096774195,18.516129032258068
2003,1181,1161,3,14,24,6,81.96666666666667,27.36666666666667,60.33333333333334,7.333333333333332,20.6,19.9,28.066666666666666,13.766666666666667,23.1,13.833333333333336,14.033333333333333,8.5,5.133333333333334,21.266666666666666,17,13,74.0,26.4,52.1,4.2,11.566666666666665,17.0,24.266666666666666,10.8,23.466666666666665,15.5,16.133333333333333,5.333333333333333,4.233333333333333,20.566666666666666
